INFO: ###>_NOKNN<##########################################
Dec 25, 2016 5:07:03 PM com.rapidminer.operator.tools.ConsolePrintOperator doWork
INFO: ###  symbol DD d:/var/tmp/output/DD_1_libsvm_TESTED_SMALL.CSV
>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>
<13.0 & <=7.0
datetime        count 0 count 2 %       dec     lbl
201307231623    2       0       0       2       0
201306191345    2       0       0       2       0
201307231928    0       1       0       2       0
201306061721    1       0       0       2       0
201308141330    0       1       0       2       0
201306191347    0       1       0       2       0
201306251605    0       1       0       2       0
201306131330    7       1       0.14    2       2
201307261533    1       0       0       2       0
201307231520    1       0       0       2       0
201307051522    0       1       0       2       0
201306131335    1       0       0       2       0
201307081400    0       1       0       2       0
201306181950    2       0       0       2       0
201306131339    1       0       0       2       0
201306191700    0       1       0       2       0
201308301559    1       0       0       2       0
201308161611    1       0       0       2       0
201309041330    2       2       1       2       0
201308191330    4       1       0.25    2       0
201307031347    1       0       0       2       0
201306131740    1       0       0       2       0
201306031455    2       0       0       2       0
201307231937    1       0       0       2       0
201307231634    0       1       0       2       0
201306171700    0       2       0       2       0
201306141645    1       1       1       2       0
201308051600    0       1       0       2       0
201306131342    1       0       0       2       0
201306131346    1       0       0       2       0
201308161625    1       0       0       2       0
201306131635    1       0       0       2       0
201307121330    1       0       0       2       0
201307081808    0       1       0       2       0
201306071330    8       3       0.38    0       2
201307091507    1       0       0       2       0
201308121330    1       2       2       2       0
201306181544    0       1       0       2       0
201307241330    12      2       0.17    0       0
201307231932    0       1       0       2       0
201306141330    10      1       0.1     0       2
201306171500    2       0       0       2       0
201307181353    1       0       0       2       0
201306141332    1       0       0       2       0
201307081800    0       1       0       2       0
201308061955    1       0       0       2       0
201306191330    1       0       0       2       2
201307231901    1       0       0       2       0
201306251459    0       1       0       2       0
201306131903    1       0       0       2       0
201307111927    1       0       0       2       0
201307231904    0       1       0       2       0
201306171914    0       1       0       2       0
201307231503    0       1       0       2       0
201306141754    1       0       0       2       0
201306131358    1       0       0       2       0
201306061330    6       1       0.17    2       0
201307261928    0       1       0       2       0
201308261330    3       2       0.67    2       0
